4,4,8,-9.54E-07,4,47.125,0,27750,24,5,0,26354,23,1153059,264,8,9,574220,529,2,4,233.68155,0,35357,0,14,4,889,1324,0,5,521,0,0,0,22,71162,0,1,35046,2,1317,0,0,0,2490,5640,4,22,1,1,51,7210524672,2,1,1,2488,0,1,2,0,1,105,0,0,0,8,7906,0,78,2,0,0,47,2,0,2,74,5,19,50,1,57,0,0,2,2,1,2489,0,2,0,0,492,0,2,0,0,0,140.6666667,343.5,0,0,19,0,1,220,0,0,6,13,27750,5,34440,0,0,2488,0,9,0,1,1,0,32,0,2,4,0,2,1.49E+12,2,0,10742511,20,2097152,0,889,5,0,0,0,0,1,0,155,63,123,1,22,2,0,457,0,1,0,0,4.90E+11,91,28,46.224617,0,0,0.5,0,0,0,7906,0,1,0,0,0,0,5.28E+11,0,1,2,30367412224,149,0.111111111,0,468,0,0,0,2489,8,1,4,1.16,695.95,1.2,4.7,3900,10067180,1.8,1493643304,0,16053716,8126460,215.91,8126460,94.4,4.8,8,881,45.3,1954.714,1556,1.14,0,4.22,89.9,1991.018,0.6,2846760,0,0
16,16,8,-9.54E-07,3,47.125,0,27756,24,5,0,26360,23,1153311,264,8,9,574220,529,2,4,233.68155,0,35357,0,14,4,889,1324,0,5,521,0,0,0,22,71180,0,1,35046,2,1317,0,0,0,2490,5642,4,22,1,1,51,7210524672,2,1,1,2488,0,1,2,0,1,105,0,0,0,8,7908,0,78,2,0,0,47,2,0,2,74,5,19,50,1,57,0,0,2,2,1,2489,0,2,0,0,492,0,2,0,0,0,140.6666667,343.5,0,0,19,0,1,220,0,0,6,13,27756,5,34440,0,0,2488,0,9,0,1,1,0,32,0,2,4,0,2,1.49E+12,2,0,10744863,20,2097152,0,889,5,0,0,0,0,1,0,155,63,123,1,22,2,0,457,0,1,0,0,4.90E+11,91,28,46.224617,0,0,0.5,0,0,0,7908,0,1,0,0,0,0,5.28E+11,0,1,2,30367412224,149,0,0,468,0,0,0,2489,8,1,16,1.16,695.95,1.2,4.7,3900,10067180,1.8,1493643304,0,16053716,8126460,215.91,8126460,94.4,4.8,8,881,45.3,1954.714,1556,1.14,0,4.22,89.9,1991.018,0.6,2846760,0,0
6,6,8,-9.54E-07,4,47.125,0,27760,24,5,0,26364,23,1153479,264,8,9,574220,529,2,4,233.68155,0,35357,0,14,4,889,1324,0,5,521,0,0,0,22,71189,0,1,35046,2,1317,0,0,0,2490,5642,4,22,1,1,51,7210524672,2,1,1,2488,0,1,2,0,1,105,0,0,0,8,7909,0,78,2,0,0,47,2,0,2,74,5,19,50,1,57,0,0,2,2,1,2489,0,2,0,0,492,0,2,0,0,0,140.6666667,343.5,0,0,19,0,1,220,0,0,6,13,27760,5,34440,0,0,2488,0,9,0,1,1,0,32,0,2,4,0,2,1.49E+12,2,0,10746431,20,2097152,0,889,5,0,0,0,0,1,0,155,63,123,1,22,2,0.5,457,0,1,0,0,4.90E+11,91,28,46.224617,0.5,0,0.5,0,0,0,7909,0,1,0,0,0,0,5.28E+11,0,1,2,30367412224,149,0.111111111,0,468,0,0,0,2489,8,1,6,1.24,869.05,1.34,4.7,3900,10067180,7.43,1493643304,0,16053716,8126460,8316.47,8126460,94.4,4.8,8,881,45.3,1954.714,1556,1.17,0,6.8,89.9,1991.018,0.6,2846760,0,0
5,5,8,-9.54E-07,4,47.125,0,27767,24,5,0,26370,23,1153768,264,8,9,574220,529,2,4,233.83987,0,35357,0,14,4,889,1325,0,5,521,0,0,0,22,71207,0,1,35046,2,1318,0,0,0,2490,5644,4,22,1,1,51,7210524672,2,1,1,2488,0,1,2,0,1,105,0,0,0,8,7911,0,78,2,0,0,47,2,0,2,74,5,19,50,1,57,0,0,2,2,1,2489,0,2,0,0,492,0,2,0,0,0,140.6666667,343.5,0,0,19,0,1,220,0,0,6,13,27767,5,34440,0,0,2488,0,9,0,1,1,0,32,0,2,4,0,2,1.49E+12,2,0,10749003,20,2097152,0,889,5,0,0,0,0,1,0,155,63,123,1,22,2,0.333333333,457,0,1,0,0,4.90E+11,91,28,46.224617,0.333333333,0,0.5,0,0,0,7911,0,1,0,0,0,0,5.28E+11,0,1,2,30367412224,149,0,0,468,0,0,0,2489,8,1,5,1.24,869.05,1.34,4.7,3900,10067180,7.43,1493643304,0,16053716,8126460,8316.47,8126460,94.4,4.8,8,881,45.3,1954.714,1556,1.17,0,6.8,89.9,1991.018,0.6,2846760,0,0
4,4,8,-9.54E-07,4,47.125,0,27771,24,5,0,26374,23,1153936,264,8,9,574220,529,2,4,233.89291,0,35357,0,14,4,889,1325,0,5,521,0,0,0,22,71216,0,1,35046,2,1318,0,0,0,2490,5644,4,22,1,1,51,7210524672,2,1,1,2488,0,1,2,0,1,105,0,0,0,8,7912,0,78,2,0,0,47,2,0,2,74,5,19,50,1,57,0,0,2,2,1,2489,0,2,0,0,492,0,2,0,0,0,140.6666667,343.5,0,0,19,0,1,220,0,0,6,13,27771,5,34440,0,0,2488,0,9,0,1,1,0,32,0,2,4,0,2,1.49E+12,2,0,10750571,20,2097152,0,889,5,0,0,0,0,1,0,155,63,123,1,22,2,0,457,0,1,0,0,4.90E+11,91,28,46.224617,0,0,0.5,0,0,0,7912,0,1,0,0,0,0,5.28E+11,0,1,2,30367412224,149,0.111111111,0,468,0,0,0,2489,8,1,4,1.24,1051.32,1.34,4.7,3900,10067316,12.77,1493643304,0,16053716,8126460,16378.18,8126460,94.4,4.8,8,881,45.3,1954.714,1556,1.17,0,9.52,89.9,1991.018,0.6,2846812,0,0
9,9,8,-9.54E-07,2,47.125,0,27777,24,5,0,26380,23,1154188,264,8,9,574220,529,2,4,236.74234,0,35357,0.333333333,14,4,889,1325,0,5,521,0,0,0,22,71234,0,1,35046,2,1318,0,0,0,2490,5646,4,22,1,1,51,7210524672,2,1,1,2488,0,1,2,0,1,105,0,0,0,8,7914,0,78,2,0,0,47,2,0,2,74,5,19,50,1,57,0,0,2,2,1,2489,0,2,0,0,492,0,2,0,0,0,140.6666667,343.5,0,0,19,0,1,220,0,0,6,13,27777,5,34440,0,0,2488,0,9,0,1,1,0,32,0,2,4,0,2,1.49E+12,2,0,10752923,20,2097152,0,889,5,0,0,0,0,1,0,155,63,123,1,22,2,0,457,0,1,0,0,4.90E+11,91,28,46.224617,0,0,0.5,0,0,0,7914,0,1,0,0,0,0,5.28E+11,0,1,2,30367412224,149,0,0,468,0,0,0,2489,8,1,9,1.24,1051.32,1.34,4.7,3900,10067316,12.77,1493643304,0,16053716,8126460,16378.18,8126460,94.4,4.8,8,881,45.3,1954.714,1556,1.17,0,9.52,89.9,1991.018,0.6,2846812,0,0
9,9,8,-9.54E-07,3,47.125,0,27785,24,5,0,26387,23,1154519,264,8,9,574220,529,2,4,237.31824,0,35357,0.25,14,4,889,1326,0,5,521,0,0,0,22,71252,0,1,35046,2,1319,0,0,0,2490,5646,4,22,1,1,51,7210524672,2,1,1,2488,0,1,2,0,1,105,0,0,0,8,7916,0,78,2,0,0,47,2,0,2,74,5,19,50,1,57,0,0,2,2,1,2489,0,2,0,0,492,0,2,0,0,0,140.6666667,343.5,0,0,19,0,1,220,0,0,6,13,27785,5,34440,0,0,2488,0,9,0,1,1,0,32,0,2,4,0,2,1.49E+12,2,0,10755887,20,2097152,0,889,5,0,0,0,0,1,0,155,63,123,1,22,2,0,457,0,2,0,0,4.90E+11,91,28,46.224617,0,0,0.5,0,0,0,7916,0,1,0,0,0,0,5.28E+11,0,1,2,30367412224,149,0,0,468,0,0,0,2489,8,1,9,1.24,1051.32,1.34,6.7,3900,10067316,12.77,1493643304,0,16053716,8126460,16378.18,8126460,94.4,4.9,8,881,45.3,1954.714,1556,1.17,0,9.52,88,1991.018,0.4,2846812,0,0
7,7,8,-9.54E-07,4,47.125,0,27788,24,5,0,26390,23,1154645,264,8,9,574220,529,2,4,237.37451,0,35357,0,14,4,889,1326,0,5,521,0,0,0,22,71261,0,1,35046,2,1319,0,0,0,2490,5648,4,22,1,1,51,7210524672,2,1,1,2488,0,1,2,0,1,105,0,0,0,8,7917,0,78,2,0,0,47,2,0,2,74,5,19,50,1,57,0,0,2,2,1,2489,0,2,0,0,492,0,2,0,0,0,140.6666667,343.5,0,0,19,0,1,220,0,0,6,13,27788,5,34440,0,0,2488,0,9,0,1,1,0,32,0,2,4,0,2,1.49E+12,2,0,10757063,20,2097152,0,889,5,0,0,0,0,1,0,155,63,123,1,22,2,0,457,0,1,0,0,4.90E+11,91,28,46.224617,0,0,0.5,0,0,0,7917,0,1,0,0,0,0,5.28E+11,0,1,2,30367412224,149,0,0,468,0,0,0,2489,8,1,7,1.24,918.13,1.34,4.3,3900,10067316,7.55,1493643304,0,16053716,8126460,8326.88,8126460,94.4,4.5,8,879,45.3,1954.714,1556,1.17,0,7.28,90.6,1991.018,0.5,2846812,0,0
8,8,8,-9.54E-07,4,47.125,0,27792,24,5,0,26394,23,1154813,264,8,9,574220,529,2,4,237.37451,0,35357,0,14,4,889,1326,0,5,521,0,0,0,22,71270,0,1,35046,2,1319,0,0,0,2490,5648,4,22,1,1,51,7210524672,2,1,1,2488,0,1,2,0,1,105,0,0,0,8,7918,0,78,2,0,0,47,2,0,2,74,5,19,50,1,57,0,0,2,2,1,2489,0,2,0,0,492,0,2,0,0,0,140.6666667,343.5,0,0,19,0,1,220,0,0,6,13,27792,5,34440,0,0,2488,0,9,0,1,1,0,32,0,2,4,0,2,1.49E+12,2,0,10758631,20,2097152,0,889,5,0,0,0,0,1,0,155,63,123,1,22,2,0,457,0,1,0,0,4.90E+11,91,28,46.224617,0,0,0.5,0,0,0,7918,0,1,0,0,0,0,5.28E+11,0,1,2,30367412224,149,0,0,468,0,0,0,2489,8,1,8,1.24,918.13,1.29,6,3900,10067316,7.55,1493643304,0,16053716,8126460,8326.88,8126460,94.4,4.6,8,879,45.3,1954.714,1556,1.18,0,7.28,89.1,1991.018,0.4,2846812,0,0
20,20,8,-9.54E-07,3,47.125,0,27798,24,5,0,26400,23,1155065,264,8,9,574220,529,2,4,237.7658,0,35357,0,14,4,889,1326,0,5,521,0,0,0,22,71288,0,1,35046,2,1319,0,0,0,2490,5650,4,22,1,1,51,7210524672,2,1,1,2488,0,1,2,0,1,105,0,0,0,8,7920,0,78,2,0,0,47,2,0,2,74,5,19,50,1,57,0,0,2,2,1,2489,0,2,0,0,492,0,2,0,0,0,140.6666667,343.5,0,0,19,0,1,220,0,0,6,13,27798,5,34440,0,0,2488,0,9,0,1,1,0,32,0,2,4,0,2,1.49E+12,2,0,10760983,20,2097152,0,889,5,0,0,0,0,1,0,155,63,123,1,22,2,0,457,0,1,0,0,4.90E+11,91,28,46.224617,0,0,0.5,0,0,0,7920,0,1,0,0,0,0,5.28E+11,0,1,2,30367412224,149,0,0,468,0,0,0,2489,8,1,20,1.24,918.13,1.29,6,3900,10067316,7.55,1493643304,0,16053716,8126460,8326.88,8126460,94.4,4.6,8,879,45.3,1954.714,1556,1.18,0,7.28,89.1,1991.018,0.4,2846812,0,0
